Column1;BaWü$FID;BaWü$RS;BaWü$AGS;BaWü$SDV_RS;BaWü$GEN;BaWü$BEZ;BaWü$IBZ;BaWü$BEM;BaWü$SN_L;BaWü$EWZ;Sparkasse;Indikator;Kürzel;Zinsüberschuss;Provisionsüberschuss;Sonstige Erträge;Ertragsposition;Personalaufwand;Andere Verwaltungsaufwand;Sonstige Aufwendungen;Aufwandsposition;Jahresüberschuss vor Steuern;Ergebnis der normalen Geschäftstätigkeit;Bilanzsumme
298;5512;81355002019;8135019;81355002019;Heidenheim an der Brenz;Stadt;63;gemeinschaftsangehörig;8;49297;Kreisssparkasse Heidenheim;16;KSK HEID;0,014050325;0,006606668;0,002628839;0,023285832;0,009773327;0,005459751;0,000384963;0,01561804;0,000485826;0,00245706;2122458379
299;5513;81355002026;8135026;81355002026;Nattheim;Gemeinde;64;gemeinschaftsangehörig;8;6149;Kreisssparkasse Heidenheim;16;KSK HEID;0,014050325;0,006606668;0,002628839;0,023285832;0,009773327;0,005459751;0,000384963;0,01561804;0,000485826;0,00245706;2122458379
300;5514;81355003027;8135027;81355003027;Niederstotzingen;Stadt;63;gemeinschaftsangehörig;8;4645;Kreisssparkasse Heidenheim;16;KSK HEID;0,014050325;0,006606668;0,002628839;0,023285832;0,009773327;0,005459751;0,000384963;0,01561804;0,000485826;0,00245706;2122458379
301;5515;81355003031;8135031;81355003031;Sontheim an der Brenz;Gemeinde;64;gemeinschaftsangehörig;8;5461;Kreisssparkasse Heidenheim;16;KSK HEID;0,014050325;0,006606668;0,002628839;0,023285832;0,009773327;0,005459751;0,000384963;0,01561804;0,000485826;0,00245706;2122458379
302;5516;81360002002;8136002;81360002002;Abtsgmünd;Gemeinde;62;--;8;7371;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
303;5517;81360027027;8136027;81360027027;Gschwend;Gemeinde;62;--;8;4907;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
304;5518;81360042042;8136042;81360042042;Lorch;Stadt;61;--;8;10814;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
305;5519;81360045045;8136045;81360045045;Neresheim;Stadt;61;--;8;7921;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
306;5520;81360050050;8136050;81360050050;Oberkochen;Stadt;61;--;8;7839;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
307;5521;81365001021;8136021;81365001021;Essingen;Gemeinde;64;gemeinschaftsangehörig;8;6372;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
308;5522;81365001033;8136033;81365001033;Hüttlingen;Gemeinde;64;gemeinschaftsangehörig;8;6095;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
309;5523;81365001088;8136088;81365001088;Aalen;Stadt;63;gemeinschaftsangehörig;8;67849;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
310;5524;81365002010;8136010;81365002010;Bopfingen;Stadt;63;gemeinschaftsangehörig;8;11732;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
311;5525;81365002037;8136037;81365002037;Kirchheim am Ries;Gemeinde;64;gemeinschaftsangehörig;8;1867;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
312;5526;81365002087;8136087;81365002087;Riesbürg;Gemeinde;64;gemeinschaftsangehörig;8;2285;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
313;5527;81365003003;8136003;81365003003;Adelmannsfelden;Gemeinde;64;gemeinschaftsangehörig;8;1685;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
314;5528;81365003018;8136018;81365003018;Ellenberg;Gemeinde;64;gemeinschaftsangehörig;8;1720;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
315;5529;81365003019;8136019;81365003019;Ellwangen (Jagst);Stadt;63;gemeinschaftsangehörig;8;24339;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
316;5530;81365003035;8136035;81365003035;Jagstzell;Gemeinde;64;gemeinschaftsangehörig;8;2304;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
317;5531;81365003046;8136046;81365003046;Neuler;Gemeinde;64;gemeinschaftsangehörig;8;3164;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
318;5532;81365003060;8136060;81365003060;Rosenberg;Gemeinde;64;gemeinschaftsangehörig;8;2652;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
319;5533;81365003084;8136084;81365003084;Wört;Gemeinde;64;gemeinschaftsangehörig;8;1425;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
320;5534;81365003089;8136089;81365003089;Rainau;Gemeinde;64;gemeinschaftsangehörig;8;3295;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
321;5535;81365004038;8136038;81365004038;Lauchheim;Stadt;63;gemeinschaftsangehörig;8;4711;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
322;5536;81365004082;8136082;81365004082;Westhausen;Gemeinde;64;gemeinschaftsangehörig;8;6042;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
323;5537;81365005020;8136020;81365005020;Eschach;Gemeinde;64;gemeinschaftsangehörig;8;1759;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
324;5538;81365005024;8136024;81365005024;Göggingen;Gemeinde;64;gemeinschaftsangehörig;8;2474;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
325;5539;81365005034;8136034;81365005034;Iggingen;Gemeinde;64;gemeinschaftsangehörig;8;2580;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
326;5540;81365005040;8136040;81365005040;Leinzell;Gemeinde;64;gemeinschaftsangehörig;8;2052;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
327;5541;81365005049;8136049;81365005049;Obergröningen;Gemeinde;64;gemeinschaftsangehörig;8;463;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
328;5542;81365005062;8136062;81365005062;Schechingen;Gemeinde;64;gemeinschaftsangehörig;8;2270;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
329;5543;81365006007;8136007;81365006007;Bartholomä;Gemeinde;64;gemeinschaftsangehörig;8;2026;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
330;5544;81365006009;8136009;81365006009;Böbingen an der Rems;Gemeinde;64;gemeinschaftsangehörig;8;4492;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
331;5545;81365006028;8136028;81365006028;Heubach;Stadt;63;gemeinschaftsangehörig;8;9772;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
332;5546;81365006029;8136029;81365006029;Heuchlingen;Gemeinde;64;gemeinschaftsangehörig;8;1852;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
333;5547;81365006043;8136043;81365006043;Mögglingen;Gemeinde;64;gemeinschaftsangehörig;8;4280;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
334;5548;81365007065;8136065;81365007065;Schwäbisch Gmünd;Stadt;63;gemeinschaftsangehörig;8;60914;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
335;5549;81365007079;8136079;81365007079;Waldstetten;Gemeinde;64;gemeinschaftsangehörig;8;7077;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
336;5550;81365008015;8136015;81365008015;Durlangen;Gemeinde;64;gemeinschaftsangehörig;8;2832;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
337;5551;81365008044;8136044;81365008044;Mutlangen;Gemeinde;64;gemeinschaftsangehörig;8;6614;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
338;5552;81365008061;8136061;81365008061;Ruppertshofen;Gemeinde;64;gemeinschaftsangehörig;8;1841;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
339;5553;81365008066;8136066;81365008066;Spraitbach;Gemeinde;64;gemeinschaftsangehörig;8;3348;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
340;5554;81365008070;8136070;81365008070;Täferrot;Gemeinde;64;gemeinschaftsangehörig;8;1007;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
341;5555;81365009068;8136068;81365009068;Stödtlen;Gemeinde;64;gemeinschaftsangehörig;8;1875;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
342;5556;81365009071;8136071;81365009071;Tannhausen;Gemeinde;64;gemeinschaftsangehörig;8;1808;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
343;5557;81365009075;8136075;81365009075;Unterschneidheim;Gemeinde;64;gemeinschaftsangehörig;8;4697;Kreisssparkasse Ostalb;17;KSK O-ALB;0,013353311;0,005300229;0,003695974;0,022349514;0,01006738;0,005195498;0,000194422;0,0154573;0,000757327;0,002328066;5490652633
344;5558;82110000000;8211000;82110000000;Baden-Baden;Stadt;60;kreisfrei;8;54718;Sparkasse Baden-Baden Gaggenau;20;SK BAD;0,014150588;0,004909407;0,003461301;0,022521296;0,009972775;0,004969289;0,000598895;0,015540959;0,000315238;0,001718854;2023529304
345;5559;82120000000;8212000;82120000000;Karlsruhe;Stadt;60;kreisfrei;8;311919;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
346;5560;82150017017;8215017;82150017017;Ettlingen;Stadt;61;--;8;39315;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
347;5561;82150046046;8215046;82150046046;Malsch;Gemeinde;62;--;8;14507;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
348;5562;82150047047;8215047;82150047047;Marxzell;Gemeinde;62;--;8;5085;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
349;5563;82150064064;8215064;82150064064;Östringen;Stadt;61;--;8;13142;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
350;5564;82150084084;8215084;82150084084;Ubstadt-Weiher;Gemeinde;62;--;8;13021;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
351;5565;82150089089;8215089;82150089089;Walzbachtal;Gemeinde;62;--;8;9693;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
352;5566;82150090090;8215090;82150090090;Weingarten (Baden);Gemeinde;62;--;8;10472;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
353;5567;82150096096;8215096;82150096096;Karlsbad;Gemeinde;62;--;8;15835;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
354;5568;82150097097;8215097;82150097097;Kraichtal;Stadt;61;--;8;14682;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
355;5569;82150101101;8215101;82150101101;Pfinztal;Gemeinde;62;--;8;18209;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
356;5570;82150102102;8215102;82150102102;Eggenstein-Leopoldshafen;Gemeinde;62;--;8;16565;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
357;5571;82150105105;8215105;82150105105;Linkenheim-Hochstetten;Gemeinde;62;--;8;11750;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
358;5572;82150106106;8215106;82150106106;Waghäusel;Stadt;61;--;8;20817;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
359;5573;82150108108;8215108;82150108108;Rheinstetten;Stadt;61;--;8;20417;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
360;5574;82150109109;8215109;82150109109;Stutensee;Stadt;61;--;8;24242;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
361;5575;82150110110;8215110;82150110110;Waldbronn;Gemeinde;62;--;8;12897;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
362;5576;82155001039;8215039;82155001039;Kronau;Gemeinde;64;gemeinschaftsangehörig;8;5798;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
363;5577;82155001100;8215100;82155001100;Bad Schönborn;Gemeinde;64;gemeinschaftsangehörig;8;13028;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
364;5578;82155002007;8215007;82155002007;Bretten;Stadt;63;gemeinschaftsangehörig;8;29336;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
365;5579;82155002025;8215025;82155002025;Gondelsheim;Gemeinde;64;gemeinschaftsangehörig;8;3810;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
366;5580;82155003009;8215009;82155003009;Bruchsal;Stadt;63;gemeinschaftsangehörig;8;44532;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
367;5581;82155003021;8215021;82155003021;Forst;Gemeinde;64;gemeinschaftsangehörig;8;7987;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
368;5582;82155003029;8215029;82155003029;Hambrücken;Gemeinde;64;gemeinschaftsangehörig;8;5475;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
369;5583;82155003103;8215103;82155003103;Karlsdorf-Neuthard;Gemeinde;64;gemeinschaftsangehörig;8;10601;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
370;5584;82155004099;8215099;82155004099;Graben-Neudorf;Gemeinde;64;gemeinschaftsangehörig;8;12083;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
371;5585;82155004111;8215111;82155004111;Dettenheim;Gemeinde;64;gemeinschaftsangehörig;8;6544;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
372;5586;82155005040;8215040;82155005040;Kürnbach;Gemeinde;64;gemeinschaftsangehörig;8;2349;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
373;5587;82155005059;8215059;82155005059;Oberderdingen;Gemeinde;64;gemeinschaftsangehörig;8;10839;Sparkasse Pforzheim-Calw;39;SK Pforz;0,014099976;0,005653237;0,004011013;0,023764226;0,00835334;0,004330585;0,003914216;0,016598141;0,001150504;0,003941924;13037759623
374;5588;82155006066;8215066;82155006066;Philippsburg;Stadt;63;gemeinschaftsangehörig;8;13533;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
375;5589;82155006107;8215107;82155006107;Oberhausen-Rheinhausen;Gemeinde;64;gemeinschaftsangehörig;8;9573;Sparkasse Karlsruhe;32;SK KA;0,015291352;0,00430377;0,003509789;0,023104911;0,008425602;0,004191238;0,000978936;0,013595776;0,001002803;0,00401937;9072262585
376;5590;82155007082;8215082;82155007082;Sulzfeld;Gemeinde;64;gemeinschaftsangehörig;8;4802;Kreissparkasse Heilbronn;6;KSK HN;0,016478757;0,005153903;0,004210726;0,025843386;0,009292042;0,004640171;0,006551405;0,020483617;0,001147896;0,003075471;10296865747
377;5591;82155007094;8215094;82155007094;Zaisenhausen;Gemeinde;64;gemeinschaftsangehörig;8;1734;Sparkasse Kraichgau;34;SK Kraich;0,01243365;0,006058542;0,002545708;0,021037901;0,008853013;0,005118764;0,000370845;0,014342623;0,000381131;0,002110855;4266271422
378;5592;82160008008;8216008;82160008008;Bühlertal;Gemeinde;62;--;8;8052;Sparkasse Bühl;23;SK BÜHL;0,012133338;0,006189836;0,00274253;0,021065703;0,00934151;0,005277821;0,001628382;0,016247713;0,00055756;0,000836925;1041151660
379;5593;82160013013;8216013;82160013013;Forbach;Gemeinde;62;--;8;4783;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
380;5594;82160015015;8216015;82160015015;Gaggenau;Stadt;61;--;8;29615;Sparkasse Baden-Baden Gaggenau;20;SK BAD;0,014150588;0,004909407;0,003461301;0,022521296;0,009972775;0,004969289;0,000598895;0,015540959;0,000315238;0,001718854;2023529304
381;5595;82165001006;8216006;82165001006;Bischweier;Gemeinde;64;gemeinschaftsangehörig;8;3070;Sparkasse Baden-Baden Gaggenau;20;SK BAD;0,014150588;0,004909407;0,003461301;0,022521296;0,009972775;0,004969289;0,000598895;0,015540959;0,000315238;0,001718854;2023529304
382;5596;82165001024;8216024;82165001024;Kuppenheim;Stadt;63;gemeinschaftsangehörig;8;8276;Sparkasse Baden-Baden Gaggenau;20;SK BAD;0,014150588;0,004909407;0,003461301;0,022521296;0,009972775;0,004969289;0,000598895;0,015540959;0,000315238;0,001718854;2023529304
383;5597;82165002007;8216007;82165002007;Bühl;Stadt;63;gemeinschaftsangehörig;8;29000;Sparkasse Bühl;23;SK BÜHL;0,012133338;0,006189836;0,00274253;0,021065703;0,00934151;0,005277821;0,001628382;0,016247713;0,00055756;0,000836925;1041151660
384;5598;82165002041;8216041;82165002041;Ottersweier;Gemeinde;64;gemeinschaftsangehörig;8;6492;Sparkasse Bühl;23;SK BÜHL;0,012133338;0,006189836;0,00274253;0,021065703;0,00934151;0,005277821;0,001628382;0,016247713;0,00055756;0,000836925;1041151660
385;5599;82165003002;8216002;82165003002;Au am Rhein;Gemeinde;64;gemeinschaftsangehörig;8;3295;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
386;5600;82165003005;8216005;82165003005;Bietigheim;Gemeinde;64;gemeinschaftsangehörig;8;6385;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
387;5601;82165003009;8216009;82165003009;Durmersheim;Gemeinde;64;gemeinschaftsangehörig;8;12255;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
388;5602;82165003012;8216012;82165003012;Elchesheim-Illingen;Gemeinde;64;gemeinschaftsangehörig;8;3234;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
389;5603;82165004017;8216017;82165004017;Gernsbach;Stadt;63;gemeinschaftsangehörig;8;14146;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
390;5604;82165004029;8216029;82165004029;Loffenau;Gemeinde;64;gemeinschaftsangehörig;8;2566;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
391;5605;82165004059;8216059;82165004059;Weisenbach;Gemeinde;64;gemeinschaftsangehörig;8;2489;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
392;5606;82165005023;8216023;82165005023;Iffezheim;Gemeinde;64;gemeinschaftsangehörig;8;5139;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
393;5607;82165005033;8216033;82165005033;Muggensturm;Gemeinde;64;gemeinschaftsangehörig;8;6188;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
394;5608;82165005039;8216039;82165005039;Ötigheim;Gemeinde;64;gemeinschaftsangehörig;8;4733;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
395;5609;82165005043;8216043;82165005043;Rastatt;Stadt;63;gemeinschaftsangehörig;8;49100;Sparkasse Rastatt-Gernsbach;41;SK RA;0,011809209;0,005508491;0,003187215;0,020504914;0,010806323;0,004767704;0,000349821;0,015923847;0,00098566;0,002001308;1713615375
