Column1;BaWü$FID;BaWü$RS;BaWü$AGS;BaWü$SDV_RS;BaWü$GEN;BaWü$BEZ;BaWü$IBZ;BaWü$BEM;BaWü$SN_L;BaWü$EWZ;Sparkasse;Indikator;Kürzel;Zinsüberschuss;Provisionsüberschuss;Sonstige Erträge;Ertragsposition;Personalaufwand;Andere Verwaltungsaufwand;Sonstige Aufwendungen;Aufwandsposition;Jahresüberschuss vor Steuern;Ergebnis der normalen Geschäftstätigkeit;Bilanzsumme
97;5311;81175008009;8117009;81175008009;Birenbach;Gemeinde;64;gemeinschaftsangehörig;8;1919;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
98;5312;81175008011;8117011;81175008011;Börtlingen;Gemeinde;64;gemeinschaftsangehörig;8;1699;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
99;5313;81175008038;8117038;81175008038;Rechberghausen;Gemeinde;64;gemeinschaftsangehörig;8;5479;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
100;5314;81175009002;8117002;81175009002;Aichelberg;Gemeinde;64;gemeinschaftsangehörig;8;1339;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
101;5315;81175009012;8117012;81175009012;Bad Boll;Gemeinde;64;gemeinschaftsangehörig;8;5163;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
102;5316;81175009017;8117017;81175009017;Dürnau;Gemeinde;64;gemeinschaftsangehörig;8;2153;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
103;5317;81175009023;8117023;81175009023;Gammelshausen;Gemeinde;64;gemeinschaftsangehörig;8;1411;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
104;5318;81175009029;8117029;81175009029;Hattenhofen;Gemeinde;64;gemeinschaftsangehörig;8;2977;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
105;5319;81175009060;8117060;81175009060;Zell unter Aichelberg;Gemeinde;64;gemeinschaftsangehörig;8;3138;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
106;5320;81175010003;8117003;81175010003;Albershausen;Gemeinde;64;gemeinschaftsangehörig;8;4313;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
107;5321;81175010051;8117051;81175010051;Uhingen;Stadt;63;gemeinschaftsangehörig;8;14374;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
108;5322;81175011020;8117020;81175011020;Eschenbach;Gemeinde;64;gemeinschaftsangehörig;8;2202;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
109;5323;81175011030;8117030;81175011030;Heiningen;Gemeinde;64;gemeinschaftsangehörig;8;5145;Kreissparkassen Göppingen;15;KSK GOEP;0,014024139;0,005367334;0,005504659;0,024896133;0,010524599;0,005200079;0,001640034;0,017364712;0,001202932;0,002966169;6056492343
110;5324;81180003003;8118003;81180003003;Asperg;Stadt;61;--;8;13529;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
111;5325;81180011011;8118011;81180011011;Ditzingen;Stadt;61;--;8;24942;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
112;5326;81180019019;8118019;81180019019;Gerlingen;Stadt;61;--;8;19815;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
113;5327;81180021021;8118021;81180021021;Großbottwar;Stadt;61;--;8;8516;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
114;5328;81180046046;8118046;81180046046;Kornwestheim;Stadt;61;--;8;33766;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
115;5329;81180048048;8118048;81180048048;Ludwigsburg;Stadt;61;--;8;93593;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
116;5330;81180050050;8118050;81180050050;Markgröningen;Stadt;61;--;8;14804;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
117;5331;81180051051;8118051;81180051051;Möglingen;Gemeinde;62;--;8;11395;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
118;5332;81180060060;8118060;81180060060;Oberstenfeld;Gemeinde;62;--;8;8035;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
119;5333;81180076076;8118076;81180076076;Sachsenheim;Stadt;61;--;8;18594;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
120;5334;81180080080;8118080;81180080080;Korntal-Münchingen;Stadt;61;--;8;19631;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
121;5335;81180081081;8118081;81180081081;Remseck am Neckar;Stadt;61;--;8;26174;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
122;5336;81185001007;8118007;81185001007;Besigheim;Stadt;63;gemeinschaftsangehörig;8;12404;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
123;5337;81185001016;8118016;81185001016;Freudental;Gemeinde;64;gemeinschaftsangehörig;8;2487;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
124;5338;81185001018;8118018;81185001018;Gemmrigheim;Gemeinde;64;gemeinschaftsangehörig;8;4207;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
125;5339;81185001028;8118028;81185001028;Hessigheim;Gemeinde;64;gemeinschaftsangehörig;8;2467;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
126;5340;81185001047;8118047;81185001047;Löchgau;Gemeinde;64;gemeinschaftsangehörig;8;5667;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
127;5341;81185001053;8118053;81185001053;Mundelsheim;Gemeinde;64;gemeinschaftsangehörig;8;3313;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
128;5342;81185001074;8118074;81185001074;Walheim;Gemeinde;64;gemeinschaftsangehörig;8;3264;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
129;5343;81185002071;8118071;81185002071;Tamm;Gemeinde;64;gemeinschaftsangehörig;8;12691;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
130;5344;81185002077;8118077;81185002077;Ingersheim;Gemeinde;64;gemeinschaftsangehörig;8;6303;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
131;5345;81185002079;8118079;81185002079;Bietigheim-Bissingen;Stadt;63;gemeinschaftsangehörig;8;43266;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
132;5346;81185003010;8118010;81185003010;Bönnigheim;Stadt;63;gemeinschaftsangehörig;8;7868;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
133;5347;81185003015;8118015;81185003015;Erligheim;Gemeinde;64;gemeinschaftsangehörig;8;2837;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
134;5348;81185003040;8118040;81185003040;Kirchheim am Neckar;Gemeinde;64;gemeinschaftsangehörig;8;5890;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
135;5349;81185004063;8118063;81185004063;Pleidelsheim;Gemeinde;64;gemeinschaftsangehörig;8;6422;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
136;5350;81185004078;8118078;81185004078;Freiberg am Neckar;Stadt;63;gemeinschaftsangehörig;8;16024;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
137;5351;81185005001;8118001;81185005001;Affalterbach;Gemeinde;64;gemeinschaftsangehörig;8;4501;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
138;5352;81185005006;8118006;81185005006;Benningen am Neckar;Gemeinde;64;gemeinschaftsangehörig;8;6483;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
139;5353;81185005014;8118014;81185005014;Erdmannhausen;Gemeinde;64;gemeinschaftsangehörig;8;5004;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
140;5354;81185005049;8118049;81185005049;Marbach am Neckar;Stadt;63;gemeinschaftsangehörig;8;15850;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
141;5355;81185006027;8118027;81185006027;Hemmingen;Gemeinde;64;gemeinschaftsangehörig;8;7920;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
142;5356;81185006067;8118067;81185006067;Schwieberdingen;Gemeinde;64;gemeinschaftsangehörig;8;11406;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
143;5357;81185007054;8118054;81185007054;Murr;Gemeinde;64;gemeinschaftsangehörig;8;6459;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
144;5358;81185007070;8118070;81185007070;Steinheim an der Murr;Stadt;63;gemeinschaftsangehörig;8;12190;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
145;5359;81185008012;8118012;81185008012;Eberdingen;Gemeinde;64;gemeinschaftsangehörig;8;6740;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
146;5360;81185008059;8118059;81185008059;Oberriexingen;Stadt;63;gemeinschaftsangehörig;8;3280;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
147;5361;81185008068;8118068;81185008068;Sersheim;Gemeinde;64;gemeinschaftsangehörig;8;5585;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
148;5362;81185008073;8118073;81185008073;Vaihingen an der Enz;Stadt;63;gemeinschaftsangehörig;8;29308;Kreissparkasse Ludwigsburg;7;KSK LU;0,013324521;0,005571059;0,006424461;0,025320041;0,008430332;0,004889442;0,000452164;0,013771938;0,001649974;0,005510612;10879155929
149;5363;81190001001;8119001;81190001001;Alfdorf;Gemeinde;62;--;8;7169;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
150;5364;81190020020;8119020;81190020020;Fellbach;Stadt;61;--;8;45783;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
151;5365;81190041041;8119041;81190041041;Korb;Gemeinde;62;--;8;10719;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
152;5366;81190044044;8119044;81190044044;Murrhardt;Stadt;61;--;8;14006;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
153;5367;81190061061;8119061;81190061061;Rudersberg;Gemeinde;62;--;8;11276;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
154;5368;81190079079;8119079;81190079079;Waiblingen;Stadt;61;--;8;55123;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
155;5369;81190089089;8119089;81190089089;Berglen;Gemeinde;62;--;8;6317;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
156;5370;81190090090;8119090;81190090090;Remshalden;Gemeinde;62;--;8;14077;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
157;5371;81190091091;8119091;81190091091;Weinstadt;Stadt;61;--;8;26884;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
158;5372;81190093093;8119093;81190093093;Kernen im Remstal;Gemeinde;62;--;8;15312;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
159;5373;81195001003;8119003;81195001003;Allmersbach im Tal;Gemeinde;64;gemeinschaftsangehörig;8;4792;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
160;5374;81195001004;8119004;81195001004;Althütte;Gemeinde;64;gemeinschaftsangehörig;8;4180;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
161;5375;81195001006;8119006;81195001006;Auenwald;Gemeinde;64;gemeinschaftsangehörig;8;6811;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
162;5376;81195001008;8119008;81195001008;Backnang;Stadt;63;gemeinschaftsangehörig;8;36893;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
163;5377;81195001018;8119018;81195001018;Burgstetten;Gemeinde;64;gemeinschaftsangehörig;8;3642;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
164;5378;81195001038;8119038;81195001038;Kirchberg an der Murr;Gemeinde;64;gemeinschaftsangehörig;8;3904;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
165;5379;81195001053;8119053;81195001053;Oppenweiler;Gemeinde;64;gemeinschaftsangehörig;8;4254;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
166;5380;81195001083;8119083;81195001083;Weissach im Tal;Gemeinde;64;gemeinschaftsangehörig;8;7259;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
167;5381;81195001087;8119087;81195001087;Aspach;Gemeinde;64;gemeinschaftsangehörig;8;8208;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
168;5382;81195002055;8119055;81195002055;Plüderhausen;Gemeinde;64;gemeinschaftsangehörig;8;9464;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
169;5383;81195002076;8119076;81195002076;Urbach;Gemeinde;64;gemeinschaftsangehörig;8;8922;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
170;5384;81195003067;8119067;81195003067;Schorndorf;Stadt;63;gemeinschaftsangehörig;8;39601;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
171;5385;81195003086;8119086;81195003086;Winterbach;Gemeinde;64;gemeinschaftsangehörig;8;7626;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
172;5386;81195004024;8119024;81195004024;Großerlach;Gemeinde;64;gemeinschaftsangehörig;8;2446;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
173;5387;81195004069;8119069;81195004069;Spiegelberg;Gemeinde;64;gemeinschaftsangehörig;8;2136;Kreissparkasse Waiblingen;14;KSK WAIB;0,015327801;0,004823504;0,002496133;0,022647438;0,008855284;0,00464773;0,000514891;0,014017905;0;0,002456799;9000891486
